GEO_ID,NAME,Population
480019501001,"Block Group 1, Census Tract 9501, Anderson County, Texas",1296
480019501002,"Block Group 2, Census Tract 9501, Anderson County, Texas",2051
480019501003,"Block Group 3, Census Tract 9501, Anderson County, Texas",1497
480019504011,"Block Group 1, Census Tract 9504.01, Anderson County, Texas",4838
480019504021,"Block Group 1, Census Tract 9504.02, Anderson County, Texas",7511
480019505001,"Block Group 1, Census Tract 9505, Anderson County, Texas",1054
480019505002,"Block Group 2, Census Tract 9505, Anderson County, Texas",528
480019505003,"Block Group 3, Census Tract 9505, Anderson County, Texas",1858
480019505004,"Block Group 4, Census Tract 9505, Anderson County, Texas",1025
480019506001,"Block Group 1, Census Tract 9506, Anderson County, Texas",1336
480019506002,"Block Group 2, Census Tract 9506, Anderson County, Texas",1141
480019506003,"Block Group 3, Census Tract 9506, Anderson County, Texas",1377
480019506004,"Block Group 4, Census Tract 9506, Anderson County, Texas",1294
480019507001,"Block Group 1, Census Tract 9507, Anderson County, Texas",1061
480019507002,"Block Group 2, Census Tract 9507, Anderson County, Texas",496
480019507003,"Block Group 3, Census Tract 9507, Anderson County, Texas",1226
480019508001,"Block Group 1, Census Tract 9508, Anderson County, Texas",1488
480019508002,"Block Group 2, Census Tract 9508, Anderson County, Texas",1530
480019508003,"Block Group 3, Census Tract 9508, Anderson County, Texas",653
480019508004,"Block Group 4, Census Tract 9508, Anderson County, Texas",1170
480019508005,"Block Group 5, Census Tract 9508, Anderson County, Texas",664
480019509011,"Block Group 1, Census Tract 9509.01, Anderson County, Texas",1292
480019509012,"Block Group 2, Census Tract 9509.01, Anderson County, Texas",778
480019509013,"Block Group 3, Census Tract 9509.01, Anderson County, Texas",970
480019509014,"Block Group 4, Census Tract 9509.01, Anderson County, Texas",3461
480019509021,"Block Group 1, Census Tract 9509.02, Anderson County, Texas",526
480019509022,"Block Group 2, Census Tract 9509.02, Anderson County, Texas",1485
480019509023,"Block Group 3, Census Tract 9509.02, Anderson County, Texas",826
480019509024,"Block Group 4, Census Tract 9509.02, Anderson County, Texas",1664
480019510001,"Block Group 1, Census Tract 9510, Anderson County, Texas",1891
480019510002,"Block Group 2, Census Tract 9510, Anderson County, Texas",2216
480019510003,"Block Group 3, Census Tract 9510, Anderson County, Texas",676
480019510004,"Block Group 4, Census Tract 9510, Anderson County, Texas",1205
480019510005,"Block Group 5, Census Tract 9510, Anderson County, Texas",538
480019510006,"Block Group 6, Census Tract 9510, Anderson County, Texas",750
480019511001,"Block Group 1, Census Tract 9511, Anderson County, Texas",1873
480019511002,"Block Group 2, Census Tract 9511, Anderson County, Texas",925
480019511003,"Block Group 3, Census Tract 9511, Anderson County, Texas",1322
480019511004,"Block Group 4, Census Tract 9511, Anderson County, Texas",318
480039501001,"Block Group 1, Census Tract 9501, Andrews County, Texas",2305
480039502001,"Block Group 1, Census Tract 9502, Andrews County, Texas",1646
480039502002,"Block Group 2, Census Tract 9502, Andrews County, Texas",971
480039502003,"Block Group 3, Census Tract 9502, Andrews County, Texas",2472
480039502004,"Block Group 4, Census Tract 9502, Andrews County, Texas",766
480039502005,"Block Group 5, Census Tract 9502, Andrews County, Texas",837
480039502006,"Block Group 6, Census Tract 9502, Andrews County, Texas",773
480039503001,"Block Group 1, Census Tract 9503, Andrews County, Texas",1863
480039503002,"Block Group 2, Census Tract 9503, Andrews County, Texas",2269
480039503003,"Block Group 3, Census Tract 9503, Andrews County, Texas",757
480039504001,"Block Group 1, Census Tract 9504, Andrews County, Texas",3377
480050001011,"Block Group 1, Census Tract 1.01, Angelina County, Texas",3689
480050001012,"Block Group 2, Census Tract 1.01, Angelina County, Texas",957
480050001013,"Block Group 3, Census Tract 1.01, Angelina County, Texas",1700
480050001021,"Block Group 1, Census Tract 1.02, Angelina County, Texas",3670
480050001022,"Block Group 2, Census Tract 1.02, Angelina County, Texas",1091
480050002001,"Block Group 1, Census Tract 2, Angelina County, Texas",2433
480050002002,"Block Group 2, Census Tract 2, Angelina County, Texas",2019
480050002003,"Block Group 3, Census Tract 2, Angelina County, Texas",2225
480050003011,"Block Group 1, Census Tract 3.01, Angelina County, Texas",2008
480050003012,"Block Group 2, Census Tract 3.01, Angelina County, Texas",1307
480050003013,"Block Group 3, Census Tract 3.01, Angelina County, Texas",1973
480050003021,"Block Group 1, Census Tract 3.02, Angelina County, Texas",3091
480050003022,"Block Group 2, Census Tract 3.02, Angelina County, Texas",2127
480050004001,"Block Group 1, Census Tract 4, Angelina County, Texas",1188
480050004002,"Block Group 2, Census Tract 4, Angelina County, Texas",2066
480050004003,"Block Group 3, Census Tract 4, Angelina County, Texas",1169
480050004004,"Block Group 4, Census Tract 4, Angelina County, Texas",515
480050005001,"Block Group 1, Census Tract 5, Angelina County, Texas",792
480050005002,"Block Group 2, Census Tract 5, Angelina County, Texas",1606
480050005003,"Block Group 3, Census Tract 5, Angelina County, Texas",867
480050005004,"Block Group 4, Census Tract 5, Angelina County, Texas",708
480050006001,"Block Group 1, Census Tract 6, Angelina County, Texas",1832
480050006002,"Block Group 2, Census Tract 6, Angelina County, Texas",1233
480050006003,"Block Group 3, Census Tract 6, Angelina County, Texas",1999
480050006004,"Block Group 4, Census Tract 6, Angelina County, Texas",1610
480050007001,"Block Group 1, Census Tract 7, Angelina County, Texas",1228
480050007002,"Block Group 2, Census Tract 7, Angelina County, Texas",1221
480050007003,"Block Group 3, Census Tract 7, Angelina County, Texas",1385
480050008001,"Block Group 1, Census Tract 8, Angelina County, Texas",3398
480050008002,"Block Group 2, Census Tract 8, Angelina County, Texas",815
480050008003,"Block Group 3, Census Tract 8, Angelina County, Texas",1287
480050008004,"Block Group 4, Census Tract 8, Angelina County, Texas",433
480050009011,"Block Group 1, Census Tract 9.01, Angelina County, Texas",2175
480050009012,"Block Group 2, Census Tract 9.01, Angelina County, Texas",1194
480050009013,"Block Group 3, Census Tract 9.01, Angelina County, Texas",1218
480050009014,"Block Group 4, Census Tract 9.01, Angelina County, Texas",1790
480050009021,"Block Group 1, Census Tract 9.02, Angelina County, Texas",2892
480050009022,"Block Group 2, Census Tract 9.02, Angelina County, Texas",812
480050010011,"Block Group 1, Census Tract 10.01, Angelina County, Texas",1185
480050010012,"Block Group 2, Census Tract 10.01, Angelina County, Texas",1605
480050010013,"Block Group 3, Census Tract 10.01, Angelina County, Texas",2096
480050010021,"Block Group 1, Census Tract 10.02, Angelina County, Texas",2519
480050010022,"Block Group 2, Census Tract 10.02, Angelina County, Texas",1512
480050011001,"Block Group 1, Census Tract 11, Angelina County, Texas",2584
480050011002,"Block Group 2, Census Tract 11, Angelina County, Texas",3381
480050011003,"Block Group 3, Census Tract 11, Angelina County, Texas",751
480050012001,"Block Group 1, Census Tract 12, Angelina County, Texas",1397
480050012002,"Block Group 2, Census Tract 12, Angelina County, Texas",366
480050012003,"Block Group 3, Census Tract 12, Angelina County, Texas",637
480050013001,"Block Group 1, Census Tract 13, Angelina County, Texas",2082
480050013002,"Block Group 2, Census Tract 13, Angelina County, Texas",2478
480050013003,"Block Group 3, Census Tract 13, Angelina County, Texas",1006
480079501001,"Block Group 1, Census Tract 9501, Aransas County, Texas",1852
480079501002,"Block Group 2, Census Tract 9501, Aransas County, Texas",772
480079501003,"Block Group 3, Census Tract 9501, Aransas County, Texas",1797
480079501004,"Block Group 4, Census Tract 9501, Aransas County, Texas",357
480079501005,"Block Group 5, Census Tract 9501, Aransas County, Texas",555
480079502001,"Block Group 1, Census Tract 9502, Aransas County, Texas",346
480079502002,"Block Group 2, Census Tract 9502, Aransas County, Texas",739
480079503001,"Block Group 1, Census Tract 9503, Aransas County, Texas",2715
480079503002,"Block Group 2, Census Tract 9503, Aransas County, Texas",1310
480079503003,"Block Group 3, Census Tract 9503, Aransas County, Texas",1516
480079503004,"Block Group 4, Census Tract 9503, Aransas County, Texas",2057
480079504001,"Block Group 1, Census Tract 9504, Aransas County, Texas",1971
480079504002,"Block Group 2, Census Tract 9504, Aransas County, Texas",1291
480079504003,"Block Group 3, Census Tract 9504, Aransas County, Texas",1311
480079505001,"Block Group 1, Census Tract 9505, Aransas County, Texas",2073
480079505002,"Block Group 2, Census Tract 9505, Aransas County, Texas",619
480079505003,"Block Group 3, Census Tract 9505, Aransas County, Texas",544
480079505004,"Block Group 4, Census Tract 9505, Aransas County, Texas",2637
480079900000,"Block Group 0, Census Tract 9900, Aransas County, Texas",0
480090201001,"Block Group 1, Census Tract 201, Archer County, Texas",1645
480090201002,"Block Group 2, Census Tract 201, Archer County, Texas",1294
480090202001,"Block Group 1, Census Tract 202, Archer County, Texas",699
480090202002,"Block Group 2, Census Tract 202, Archer County, Texas",930
480090202003,"Block Group 3, Census Tract 202, Archer County, Texas",694
480090203001,"Block Group 1, Census Tract 203, Archer County, Texas",1230
480090203002,"Block Group 2, Census Tract 203, Archer County, Texas",856
480090203003,"Block Group 3, Census Tract 203, Archer County, Texas",596
480090203004,"Block Group 4, Census Tract 203, Archer County, Texas",772
480119501001,"Block Group 1, Census Tract 9501, Armstrong County, Texas",555
480119501002,"Block Group 2, Census Tract 9501, Armstrong County, Texas",846
480119501003,"Block Group 3, Census Tract 9501, Armstrong County, Texas",572
480139601001,"Block Group 1, Census Tract 9601, Atascosa County, Texas",1816
480139601002,"Block Group 2, Census Tract 9601, Atascosa County, Texas",2764
480139601003,"Block Group 3, Census Tract 9601, Atascosa County, Texas",1776
480139601004,"Block Group 4, Census Tract 9601, Atascosa County, Texas",857
480139602011,"Block Group 1, Census Tract 9602.01, Atascosa County, Texas",1392
480139602012,"Block Group 2, Census Tract 9602.01, Atascosa County, Texas",1529
480139602013,"Block Group 3, Census Tract 9602.01, Atascosa County, Texas",4405
480139602021,"Block Group 1, Census Tract 9602.02, Atascosa County, Texas",2916
480139602022,"Block Group 2, Census Tract 9602.02, Atascosa County, Texas",2857
480139602023,"Block Group 3, Census Tract 9602.02, Atascosa County, Texas",1619
480139602024,"Block Group 4, Census Tract 9602.02, Atascosa County, Texas",3649
480139603001,"Block Group 1, Census Tract 9603, Atascosa County, Texas",2116
480139603002,"Block Group 2, Census Tract 9603, Atascosa County, Texas",1591
480139604011,"Block Group 1, Census Tract 9604.01, Atascosa County, Texas",2450
480139604021,"Block Group 1, Census Tract 9604.02, Atascosa County, Texas",370
480139604022,"Block Group 2, Census Tract 9604.02, Atascosa County, Texas",4030
480139604023,"Block Group 3, Census Tract 9604.02, Atascosa County, Texas",647
480139604024,"Block Group 4, Census Tract 9604.02, Atascosa County, Texas",679
480139604025,"Block Group 5, Census Tract 9604.02, Atascosa County, Texas",3378
480139605001,"Block Group 1, Census Tract 9605, Atascosa County, Texas",1685
480139605002,"Block Group 2, Census Tract 9605, Atascosa County, Texas",860
480139606001,"Block Group 1, Census Tract 9606, Atascosa County, Texas",2433
480139606002,"Block Group 2, Census Tract 9606, Atascosa County, Texas",2060
480139606003,"Block Group 3, Census Tract 9606, Atascosa County, Texas",878
480139606004,"Block Group 4, Census Tract 9606, Atascosa County, Texas",771
480157601001,"Block Group 1, Census Tract 7601, Austin County, Texas",1482
480157601002,"Block Group 2, Census Tract 7601, Austin County, Texas",1299
480157602001,"Block Group 1, Census Tract 7602, Austin County, Texas",797
480157602002,"Block Group 2, Census Tract 7602, Austin County, Texas",2360
480157602003,"Block Group 3, Census Tract 7602, Austin County, Texas",719
480157602004,"Block Group 4, Census Tract 7602, Austin County, Texas",2000
480157603001,"Block Group 1, Census Tract 7603, Austin County, Texas",1169
480157603002,"Block Group 2, Census Tract 7603, Austin County, Texas",2393
480157603003,"Block Group 3, Census Tract 7603, Austin County, Texas",2056
480157603004,"Block Group 4, Census Tract 7603, Austin County, Texas",1159
480157604001,"Block Group 1, Census Tract 7604, Austin County, Texas",1567
480157604002,"Block Group 2, Census Tract 7604, Austin County, Texas",1403
480157604003,"Block Group 3, Census Tract 7604, Austin County, Texas",1039
480157605011,"Block Group 1, Census Tract 7605.01, Austin County, Texas",1523
480157605012,"Block Group 2, Census Tract 7605.01, Austin County, Texas",2744
480157605013,"Block Group 3, Census Tract 7605.01, Austin County, Texas",627
480157605021,"Block Group 1, Census Tract 7605.02, Austin County, Texas",1155
480157605022,"Block Group 2, Census Tract 7605.02, Austin County, Texas",623
480157605023,"Block Group 3, Census Tract 7605.02, Austin County, Texas",1609
480157605024,"Block Group 4, Census Tract 7605.02, Austin County, Texas",2040
480179501001,"Block Group 1, Census Tract 9501, Bailey County, Texas",1391
480179501002,"Block Group 2, Census Tract 9501, Bailey County, Texas",2586
480179501003,"Block Group 3, Census Tract 9501, Bailey County, Texas",1606
480179501004,"Block Group 4, Census Tract 9501, Bailey County, Texas",394
480179501005,"Block Group 5, Census Tract 9501, Bailey County, Texas",167
480179501006,"Block Group 6, Census Tract 9501, Bailey County, Texas",956
480190001011,"Block Group 1, Census Tract 1.01, Bandera County, Texas",3396
480190001012,"Block Group 2, Census Tract 1.01, Bandera County, Texas",997
480190001021,"Block Group 1, Census Tract 1.02, Bandera County, Texas",2055
480190001022,"Block Group 2, Census Tract 1.02, Bandera County, Texas",2825
480190001023,"Block Group 3, Census Tract 1.02, Bandera County, Texas",1075
480190002001,"Block Group 1, Census Tract 2, Bandera County, Texas",1794
480190002002,"Block Group 2, Census Tract 2, Bandera County, Texas",1031
480190003001,"Block Group 1, Census Tract 3, Bandera County, Texas",2918
480190003002,"Block Group 2, Census Tract 3, Bandera County, Texas",2277
480190003003,"Block Group 3, Census Tract 3, Bandera County, Texas",1579
480190004001,"Block Group 1, Census Tract 4, Bandera County, Texas",1331
480190004002,"Block Group 2, Census Tract 4, Bandera County, Texas",937
480219501001,"Block Group 1, Census Tract 9501, Bastrop County, Texas",2017
480219501002,"Block Group 2, Census Tract 9501, Bastrop County, Texas",2031
480219501003,"Block Group 3, Census Tract 9501, Bastrop County, Texas",1731
